,rank,songid,title,artist,like,release_date,genre,lyric
1700,1701,33656573,SING ALONG,Cloudybay (클라우디베이),3523,2021.07.07,"랩/힙합, 인디음악","잊어버렸나봐 나의 시간
깨자마자 너를 확인한 뒤 Oh god
내가 사는 삶엔
뭐가 앞에 서있는지 다시 확인돼
이건 너무 정확
그냥 잃어도 상관을 안했지
내 땅은 너무 가뭄 말라있었지
네 땅은 너무 외로히 보였지만
이젠 변해버렸지
너가 웃어
혹시 넌 날 믿어
why
너가 이젠 다 충분히 차있으니
너가 나를 떠날까봐 겁이 나지
내가 이상해보여도 나를 잡아봐
넌 알고있어 난 미쳤어
뻔해 너를 잃는다면
너가 무슨 이유던
나를 계속 원한다면
넌 알고있어 난 빠졌어
뻔해 너를 난 못잃어
너가 무슨 이유던
나를 사랑한다면
SING ALONG
그저 SING ALONG
너가 미워보이네
어느 시간도 너를 놓지않아
나 버티게
지나면
이런 시간이 지나면 우린 뻔해
너가 날 살펴본다면
지나서
이런 시간이 지나서 우린 뻔해
너가 날 알아본다면
SING ALONG
만일 내가 너의 끝이 아니면
나는 더 의미 없이 막 살아갈테니
넌 알고있어 난 미쳤어
뻔해 너를 잃는다면
너가 무슨 이유던
나를 계속 원한다면
넌 알고있어 난 빠졌어
뻔해 너를 난 못잃어
너가 무슨 이유던
나를 사랑한다면
SING ALONG
SING ALONG SING ALONG SING ALONG
SING ALONG SING ALONG SING ALONG
SING ALONG
넌 알고있어 난 미쳤어
뻔해 너를 잃는다면
너가 무슨 이유던
나를 계속 원한다면
넌 알고있어 난 빠졌어
뻔해 너를 난 못잃어
너가 무슨 이유던
나를 사랑한다면
SING ALONG"
1701,1702,34184018,Find Me!,The Poles (더 폴스),2231,2021.10.31,"인디음악, 록/메탈","사는 게 지겨워질 때쯤
세상이 끝나려나 봐
숨을 쉬는 게 상상인 거야
그게 차라리 더 나을 테니까
So find me in this world
많은 걸 바라진 않을 테니
Just don't move away
from my dream
우리 이곳에서 영원하길
사는 게 지겨워질 때쯤
나는 어디쯤에 있나요
모든 말이 다 필요 없어 난
그저 너와 나 다 가진 것처럼
술에 취해 뛰놀자
파랗게 물든 멍에도
우린 신경도 안 쓸 테니
멈추진 말아줘
So find me in this world
많은 걸 바라진 않을 테니
Just don't move away
from my dream
우리 이곳에서 영원하길
So find me in this world
많은 걸 바라진 않을 테니
Just don't move away
from my dream
우리 이곳에서 영원하길"
1702,1703,4635458,"그래, 너",스탠딩 에그,30759,2014.05.08,"인디음악, 록/메탈","나 오늘 고백할 거야 
그러니까 날 좀 도와줘 
머리부터 발끝까지 
이상한 게 있나 좀 봐줘
셔츠가 안 어울리면 
니트로 바꿔 입고 올까
어떻게 말하면 좋을까 
네가 먼저 들어줘
Just like you girl Just like you girl 
정말 아직도 모르겠니 
Girl Just like you girl 
얼마나 더 말해야겠니
첫눈에 반했다고 
운명이라고 우겨볼까
오랫동안 좋아했다고 
그냥 솔직하게 말할까
네가 그녀라면 어떻게 할 거야 
모른 척 할거야 웃어 넘길 거야
그래 너 지금 너 말야 
더 이상은 돌려 말하기 싫어
Just like you girl Just like you girl
정말 아직도 모르겠니 
Girl Just like you girl 
얼마나 더 말해야겠니
Just like you girl Just like you girl
너 말고 또 누가 있겠어
Girl Just like you girl 
네가 아니면 안 되겠어
Just like you girl Just like you girl 
너 말고 또 누가 있겠어
Girl Just like you girl 
네가 아니면 안 되겠어
Girl Just like you girl 
I like you girl only you girl
Girl Just like you girl 
I like you girl only you girl
Girl Just like you girl 
I like you girl only you girl
Girl Just like you girl 
I like you girl only you girl
Girl Just like you girl 
I like you girl only you girl
Girl Just like you girl 
I like you girl only you girl"
1703,1704,33903923,"사랑은 특별하고, 이별은 평범하고 (feat. 서유주)",스무살,5591,2021.09.07,"발라드, 인디음악","사랑은 특별한 거고
이별은 참 평범한 거고
애써 괜찮다고 위로하듯
멀어진 너를
한 걸음 더 밀어내 볼 게
이렇게 우리 하루
더 멀어져 가다 보면
좋았던 기억까지 다 잊혀지겠지
시원한 여름밤 꿈같았던
찬란한 우리들의 계절이 또 올까
미워하고 사랑했던 그 날
먼 훗날 우린 그날을
어떻게 기억할까
지나 보니 참 대단치 않았던
이 사랑이
그저 평범한 이별이 되어버렸어
시원한 여름밤 꿈같았던
찬란한 우리들의 계절이 또 올까
미워하고 사랑했던 그 날
먼 훗날 우린 그날을
어떻게 기억할까
사랑한 만큼 미워하는데
아직 널 놓지 못하겠어
이별은 평범한 건데
사랑은 특별한 거니까
어쩌면 우리는 달랐을까
만약에 그날에 널 잡았다면 말야
미워하고 사랑했던 그 날
아마 난 꽤 오랫동안
그곳에 있을 거 같아"
1704,1705,33384176,사랑을 했어 (Feat. 이한울),seshin,5904,2021.04.03,"랩/힙합, 인디음악","I can't wait 넌 hit my life
불이 꺼진 시가같이
우린 타버렸고 더는
못 볼 사랑을 했어 난
네게 못한 말 있어 나
진짜 고마웠다고
이제 가려질거야
이 시간에 이게 내 마지막
내 친구들은 널 욕해
마지못해 나는 웃어 okay
전화걸어 번호 바뀌었네
몇천번을 보내 봐도 원해 난 널 왜
근데 니가 없인 난 못해
다른 여자 너의 자리 못 채워
그래 보내보려고 했는데
다시 또 습관처럼 널 원해
불 꺼진 방 안에 전부 괜찮다 말하네
불 꺼진 방 안에 그냥 전부 사라져 왜 난 왜 
불 꺼진 방 안에 전부 괜찮다 말하네
불 꺼진 방 안에 그냥 전부 사라져 왜 난 왜 
I can't wait 넌 hit my life
불이 꺼진 시가같이
우린 타버렸고 더는
못 볼 사랑을 했어 난
네게 못한 말 있어 나
진짜 고마웠다고
이제 가려질거야
이 시간에 이게 내 마지막
그래 돌아가지 못해서
아무도 몰래 약을 준비해둬 옆에
사람들이 가는곳엔 니 흔적 또한
포함이 되버려 언제
아무렇지 않게 올래 이런 말은
뻔하잖아 너에게 난 뭔데
전부 다 잃어버린 후에
난 후회 해 어젠 아니였나 그래도
난 왠지 여전해 후회는 하지 걍 취해있지
시간은 널 닮았지 더디게 가다 사라진
흔적 사이 내 방황이 틀린게 아닌걸 알지
널 못 잡아 난 마치 그때 봤던 그 아이 같지
I can't wait 넌 hit my life
불이 꺼진 시가같이
우린 타버렸고 더는
못 볼 사랑을 했어 난
네게 못한 말 있어 나
진짜 고마웠다고
이제 가려질거야
이 시간에 이게 내 마지막
I can wait 넌 in my life
이미 지난 시간같이
넌 떠나가버렸지만
아직도 남아있잖아
하고픈 말이 있어 나
아직 기다린다고
이건 영원할거야
그러니까 이건 아냐 마지막
baby 다시 돌아와달라는
말은 나는 못해
입을 다물어
내 친구들이 욕해도
지난 시간들의
아픔이 날 유혹해도
술은 입에 못대
습관들을 기억해서
혹시 만약이라도
날 마주친다면
내가 마지막에 했던
그 어떤 말이라도
잘못이라고 전부 탓해줄래
내게 돌아와
달라는 그런 말
이제와 소용없겠지만
그것만이 편하게 해 내 마음
시간이 지난 다음
널 널 다시 만난 다음
더이상은 떨어지지 말자는
말을 할 수 없을까 더는
I can't wait 넌 hit my life
불이 꺼진 시가같이
우린 타버렸고 더는
못 볼 사랑을했어 난
네게 못한 말 있어 나
진짜 고마웠다고
이제 가려질거야
이 시간에 이게 내 마지막
I can't wait 넌 hit my life
불이 꺼진 시가같이
우린 타버렸고 더는
못 볼 사랑을했어 난
네게 못한 말 있어 나
진짜 고마웠다고
이제 가려질거야
이 시간에 이게 내 마지막"
1705,1706,36985785,회상,최유리,2029,2023.11.21,"인디음악, 포크/블루스","내 어릴 적 걷던 길엔 잊은 사람이 있나 봐
그 사람은 언제든지 나의 꿈속에 왔다 가
언젠지도 모르겠지 그저 향기만 남았으니
이 향기는 나에게로 묻어 지금에 다녀가

내 어릴 적 걷던 길엔 잊은 사람이 있나 봐
애써보니 보이는 듯 나의 눈을 찌푸려 봐

난 사랑이 있을까 봐 걱정돼
사실 나는 그 무게를 잘 아는 게
무서워지는 걸 어떻게 할 수 없다는 것도 난

아이야 모든 사람을 지날 때
궂은 말들에 다 온갖 여유를 살아가
또다시 아이야 그런 여유도 지날 때
그 시간엔 나를 안고 잠들 수 있도록 

내 어릴 적 걷던 길엔 아직 사람이 있나 봐
이제는 다 보이겠지 그런 사람은 나였으니

난 사랑이 있을까 봐 걱정돼
사실 나는 그 무게를 잘 아는 게
무서워지는 걸 어떻게 할 수 없다는 것도 난

아이야 모든 사람을 지날 때
궂은 말들에 다 온갖 여유를 살아가
또다시 아이야 그런 여유도 지날 때
그 시간엔 나를 안고 잠들 수 있도록 

그러니 아이야 사람 사이에 놓일 때
부지런히 마음을 안고 가벼운 발걸음과
반드시 아이야 너의 세상을 바라봐 
아득히 빛나는 것도 생각보다 많아"
1706,1707,32883245,차라리,노틸러스,6718,2020.08.26,"발라드, 인디음악","내일 아침 눈을 떴을 때
아무 일도 없었던 것처럼
행복했던 기억들
모두 힘들었던 기억도
널 많이도 울렸지
난 그런 것 밖에 생각이 안나
그런데 왜 넌 내가
웃게 했던 기억들만
추억하는 건지 마치 좋은 사람처럼
차라리 차라리 다 잊어주기를
다 없던 일처럼 없던 사람처럼
차라리 차라리 다 잊어주기를
나보다 더 널 아껴줄 사람 만났으면
다투기도 했었지
난 그런 것 밖에 생각이 안나
그런데 왜 넌
우리 행복했던 기억들만
추억하는 건지 끝내 나만 미안하게
차라리 차라리 다 잊어주기를
다 없던 일처럼 없던 사람처럼
차라리 차라리 다 잊어주기를
나보다 더 널 아껴줄 사람 만났으면
눈부셨던 추억은 눈부셨던 만큼
더 아플 테니까
그러니까 넌 추억하지 않기를
아프지 않게 나만 기억하게
차라리 차라리 다 잊어주기를
다 없던 일처럼 없던 사람처럼
차라리 차라리 다 잊어주기를
나보다 더 널 아껴줄 사람 만났으면"
1707,1708,35456507,SKY CITY,PL (피엘),500,2022.07.24,"R&B/Soul, 인디음악","햇살 너머 빛나는 sky moon
하늘 가득 romantic balloon
따분했던 도시 위를 날아봐
너와 함께라면 어디든
환하게 우릴 반겨주는
we're gonna fly 저 바다 속으로
시원한 바람이 나를 스치면
하루에도 몇 번씩 널 데려와
끝없이 펼쳐질 둘만의 이야기
설렘 가득한 그곳에 데려가
차가운 세상 속의 내 조각들은
긴 밤의 끝에서 혼자 헤메이고
외로운 그늘 아래 내 모습 이제
눈부신 계절 속에
너와 lovin' all day
햇살 너머 빛나는 sky moon
하늘 가득 romantic balloon
따분했던 도시 위를 날아봐
너와 함께라면 어디든
환하게 우릴 반겨주는
we're gonna fly 저 바다 속으로
낯선 이 떨림
둘만의 neverland
이 도시는 이미 너로 물들어
달콤해진 공기도 흩날리던 꽃잎도
순간의 설렘 그곳에 머물러
차가운 세상 속의 내 조각들은
긴 밤의 끝에서 혼자 헤메이고
외로운 그늘 아래 내 모습 이제
눈부신 계절 속에
너와 lovin' all day
햇살 너머 빛나는 sky moon
하늘 가득 romantic balloon
따분했던 도시 위를 날아봐
너와 함께라면 어디든
환하게 우릴 반겨주는
we're gonna fly 저 바다 속으로
맞닿은 눈빛 속
서로를 비춘 밤
온종일 품에 안겨
끝없는 속삭임
널 위한 love story
모든 순간 너와 함께
햇살 너머 빛나는 sky moon
하늘 가득 romantic balloon
따분했던 도시 위를 날아봐
너와 함께라면 어디든
환하게 우릴 반겨주는
we're gonna fly 저 바다 속으로
we're gonna fly 이 밤을 향해서"
1708,1709,33321164,사랑의 시작은 고백에서부터(new),휘현,9528,2021.03.01,"발라드, 인디음악","사랑은 소리 없이 찾아와
내 가슴을 떨리게 만들죠
아무런 이유 없이 전화를
그냥 만져 보는 나를 보네요
두근거리는 맘을 달래고
그대에게 전화를 했지만
들을 수 없었던 그 목소리
오늘따라 너무 그리워져요
나 오늘 너에게 고백할 거야
사랑한다고 세상에 말할 거야
나 비록 가진 건 하나 없지만
행복을 줄 거야
오직 너 하나면 충분해
사랑은 내게 상처뿐이라
두 번 다신 하기 싫었는데
널 만난 그 순간 알게 됐어
바보처럼 겁이 많았다는 걸
나 오늘 너에게 고백할 거야
사랑한다고 세상에 말할 거야
나 비록 가진 건 하나 없지만
행복을 줄 거야
오직 너 하나면 충분해
우리가 꿈꿔왔었던
미래의 그 시간들도
항상 우리 편이 되어 웃어줄 거야
혼자가 아니야 우린 함께 있잖아
love you
나만 믿고 따라와 다 줄 거야
저 밝은 별처럼 지켜줄 거야
어디에 있든 너를 비춰 줄 거야
내 가슴 한 쪽이 사라지는 날
그때는 말할게
나를 받아 줘서 감사해
사랑하게 해 줘서 고마워"
1709,1710,32634030,blue,수연이,5004,2020.06.01,"R&B/Soul, 인디음악","그렇게 잠에 들지 말아
넌 아직 꿈이 많아
시간이 더럽혀지길 원하진 않잖아
뒷 걸음질 치기엔 yeahh
사람은 쉽게 변치 않아
더 많이 노력해야
비상할 수 있단 말야
넌 알지 못하나 
지금도 달려야 해 yeahh
이 밤이 지나가도
변하지 않는 나
또 괴로워하다
아침 해를 봐도 umm
저녁이라 착각
하다 또 잠든다 
oh blue
oh blue
oh blue eh
oh blue
oh blue
oh blue eh
아직도 잠들지 못하네
너 때문에 난 이렇다
이미 빠져 버린 돌을 어찌해 건지나
또 날을 세고 아침이 돼서야 몸을 던지네
작업실 안에서 하루의 반을 넘게 보내다
밥 생각도 없이 바깥 구경 잠깐 하다
또 며칠이고 바쁘게 
하루를 돌려 겨우 쉬네
이 밤이 지나가도
변하지 않는 나
또 괴로워하다
아침 해를 봐도 umm
저녁이라 착각
하다 또 잠든다 
oh blue
oh blue
oh blue eh
oh blue
oh blue
oh blue eh"
1710,1711,37994980,길,나상현씨밴드,1279,2024.09.14,"인디음악, 록/메탈","놓여진 길을 따라서
마냥 걷다 보면
다 잊어버릴까 

사람은 어려운 거라
몇 번을 겪어도
더 낯설기만 해 

살아가야지
세상이 날 괴롭힌대도
나아가야지
내가 나를 무너뜨리지 않게
아프지 않게

어두운 밤하늘의 어딘가
숨겨져 있는 빛들은
전부 널 위한 거야
널 감싸줄 거야

다가올 시간 속에 우리가
아파할 모든 날들에 
네 곁에 있을 거야
전부 괜찮을 거야

사랑해야지
나의 못난 마음까지도
괜찮아야지
내가 나에게 상처 주지 않게
나쁘지 않게

어두운 밤하늘의 어딘가
숨겨져 있는 빛들은
전부 널 위한 거야
널 감싸줄 거야

다가올 시간 속에 우리가
아파할 모든 날들에 
네 곁에 있을 거야
전부 괜찮을 거야 

어두운 밤하늘의 어딘가
숨겨져 있는 빛들은
전부 널 위한 거야
널 감싸줄 거야

다가올 시간 속에 우리가
아파할 모든 날들에 
네 곁에 있을 거야
전부 괜찮을 거야"
